D_bar,5a18701954208204570dcb8e,5a191ca682c9a804497b7d6d,5a1932ab059ac522ef987ea7,5a1950d504030050aed5ef38,5a19654811ae4222e93bcbb5,5a196870172b442ddd1d0881,5a197a76c988512deb672d77,5a197dd07c73c915f5797cc2,5a1986d282c9a804497b7da5,5a198afc82c9a804497b7da6,5a198cb07c73c915f5797cc5,5a198f20ae845313c72e2c17,5a198fae82c9a804497b7da7,5a19934fb884b12dc5b501ff,5a1993ec11ae4222e93bcbb7,5a1995b8b884b12dc5b50200,5a19964a99ec112dd1215e0e,5a1997ecb0da9122e35a920f,5a1999fe6aa4043eeb298b94,5a199aac99ec112dd1215e0f,5a199bb5c988512deb672d79,5a199bf5c988512deb672d7a,5a199c0b649dcd3edb29ed7a,5a199c0ec988512deb672d7b,5a199c3db884b12dc5b50201,5a199d6204030050aed5ef42,5a199ec16659b21626305b68,5a199f3f99ec112dd1215e10,5a19a0b8ae845313c72e2c18,5a19a1eec988512deb672db9,5a19a27104030050aed5ef44,5a19a29ec988512deb672dba,5a19a2cd99ec112dd1215e11,5a19a35482c9a804497b7da9,5a19a3a199ec112dd1215e12,5a19a48d99ec112dd1215e13,5a19a53311ae4222e93bcbb9,5a19a53c059ac522ef987f06,5a19a545c988512deb672dbb,5a19a549b0da9122e35a9242,5a19a75b649dcd3edb29ed7b,5a19a8f7b0da9122e35a9243,5a19a9106659b21626305bd8,5a19a915649dcd3edb29ed7d,5a19a91654208204570dcbc4,5a19a9b911ae4222e93bcbba,5a19a9e454208204570dcbc5,5a19aa006aa4043eeb298d0d,5a19aa72c988512deb672dbc,5a19aa917c73c915f5797cc6,5a19aaf06aa4043eeb298d0f,5a19ab057c73c915f5797cc7,5a19ab1b6659b21626305d0f,5a19ac1382c9a804497b7e3a,5a19ac3eb0da9122e35a9245,5a19ac52649dcd3edb29ed7f,5a19ac796e5403163f332bf8,5a19acd0172b442ddd1d0884,5a19acd9b884b12dc5b50203,5a19ae366659b21626305d11,5a19aed5ae845313c72e2d20,5a19aef2059ac522ef987f08,5a19aefe04030050aed5ef4a,5a19af076659b21626305d12,5a19af0c99ec112dd1215e15,5a19af6a11ae4222e93bcbbb,5a19afc9172b442ddd1d0885,5a19b0036e5403163f332bfa,5a19b03182c9a804497b7e3b,5a19b08fb0da9122e35a9247,5a19b0d604030050aed5ef4b,5a19b1edae845313c72e2d21,5a19b2b411ae4222e93bcbbc,5a19b2c5ae845313c72e2d22,5a19b2c8c988512deb672dc1,5a19b2e07c73c915f5797cca,5a19b2fb6e5403163f332bfc,5a19b3387c73c915f5797ccb,5a19b36204030050aed5ef4c,5a19b3b5b0da9122e35a9248,5a19b3d754208204570dcbc9,5a19b42882c9a804497b7e3f,5a19b46fb884b12dc5b50205,5a19b47b11ae4222e93bcbbf,5a19b4a6059ac522ef987f0c,5a19b4bc54208204570dcbca,5a19b4dd99ec112dd1215e18,5a19b4e6b0da9122e35a924a,5a19b5016e5403163f332bfd,5a19b51e172b442ddd1d0888,5a19b5c999ec112dd1215e1b,5a19b6226e5403163f332bfe,5a19b63711ae4222e93bcbc0,5a19b6386aa4043eeb298d12,5a19b6506aa4043eeb298d13,5a19b6b811ae4222e93bcbc1,5a19b6c6c988512deb672dc3,5a19b81282c9a804497b7e40,5a19b850b884b12dc5b50206,5a19b857c988512deb672dc4,5a19b87eae845313c72e2d26,5a19b884ae845313c72e2d27,5a19b8d399ec112dd1215e1d,5a19b8e36e5403163f332bff,5a19b92f7c73c915f5797cd0,5a19b93cb884b12dc5b50207,5a19b94b99ec112dd1215e1e,5a19b9746e5403163f332c02,5a19b9a2b0da9122e35a924c,5a19b9c46659b21626305d14,5a19ba3c7c73c915f5797cd1,5a19ba4799ec112dd1215e1f,5a19ba4c04030050aed5ef50,5a19ba4f82c9a804497b7e41,5a19ba4fc988512deb672dc6,5a19ba73059ac522ef987f11,5a19bab0c988512deb672dc7,5a19babc11ae4222e93bcbc3,5a19bafb7c73c915f5797cd2,5a19bb21059ac522ef987f12,5a19bb4054208204570dcbf4,5a19bb4cae845313c72e2d30,5a19bc3354208204570dcbf7,5a19bc4411ae4222e93bcbc4,5a19bc9d6659b21626305d16,5a19bcb304030050aed5ef52,5a19bcfc54208204570dcbf9,5a19bd2004030050aed5ef53,5a19bd466659b21626305d17,5a19bd91ae845313c72e2d31,5a19bdaf6659b21626305d19,5a19bdb854208204570dcbfa,5a19bdf26aa4043eeb298d1e,5a19be1204030050aed5ef54,5a19be4854208204570dcbfb,5a19be6682c9a804497b7e45,5a19bec46659b21626305d1a,5a19bef299ec112dd1215e22,5a19befd99ec112dd1215e23,5a19bf0ec988512deb672dde,5a19bf1811ae4222e93bcbc6,5a19bf3e54208204570dcbfc,5a19bf896e5403163f332c22,5a19bfbe6659b21626305d1b,5a19bfd0b0da9122e35a924f,5a19bfd7b0da9122e35a9250,5a19c03f6659b21626305d1c,5a19c0cdc988512deb672de0,5a19c0d399ec112dd1215e24,5a19c0d754208204570dcbfe,5a19c0deb884b12dc5b5020c,5a19c14db884b12dc5b5020e,5a19c17d99ec112dd1215e27,5a19c181172b442ddd1d08a7,5a19c1b7649dcd3edb29ed8a,5a19c1c67c73c915f5797cd6,5a19c1c7b884b12dc5b50210,5a19c20bc988512deb672de2,5a19c25011ae4222e93bcbc9,5a19c25404030050aed5ef5b,5a19c291649dcd3edb29ed8b,5a19c2ff7c73c915f5797cd7,5a19c30bb884b12dc5b50211,5a19c324c988512deb672de3,5a19c36a54208204570dcbff,5a19c3d2649dcd3edb29ed8c,5a19c403b884b12dc5b50213,5a19c41db884b12dc5b50214,5a19c45cae845313c72e2d32,5a19c495b884b12dc5b50216,5a19c51199ec112dd1215e28,5a19c56804030050aed5ef5d,5a19c5d66e5403163f332c24,5a19c5ebb0da9122e35a9251,5a19c62db884b12dc5b50217,5a19c66404030050aed5ef60,5a19c7bc059ac522ef987f1b,5a19c86eb0da9122e35a9252,5a19c8a8649dcd3edb29ed8d,5a19c8e4ae845313c72e2d33,5a19ca25b884b12dc5b50219,5a19ca6904030050aed5ef63,5a19cadc99ec112dd1215e29,5a19caf054208204570dcc00,5a19cc92ae845313c72e2d34,5a19cccf11ae4222e93bcbd3,5a19ccd26659b21626305d20,5a19cea604030050aed5ef6a,5a19cecb6659b21626305d21,5a19cfab6e5403163f332c28,5a19d0a2059ac522ef987f2c,5a19d146059ac522ef987f2e,5a19d157c988512deb672de8,5a19d19f99ec112dd1215e2b,5a19d20d82c9a804497b7e49,5a19d21099ec112dd1215e2d,5a19d22f649dcd3edb29ed92,5a19d31099ec112dd1215e2e,5a19d33854208204570dcc02,5a19d41911ae4222e93bcbdc,5a19d4a982c9a804497b7e4b,5a19d5f454208204570dcc05,5a19d620b884b12dc5b5022d,5a19d66f059ac522ef987f30,5a19d6f76659b21626305d2b
5a19bdaf6659b21626305d19,29,31,36,19,38,32,38,20,30,26,30,26,39,14,17,35,32,39,28,19,36,22,26,33,45,34,41,33,32,26,25,39,14,31,31,10,23,37,31,40,31,19,18,38,42,28,26,40,14,28,48,28,33,33,44,10,29,13,39,30,41,22,36,47,16,44,40,19,32,28,30,31,27,30,33,35,21,38,21,32,32,24,22,23,33,20,29,32,38,31,41,42,17,21,37,33,34,52,22,27,24,38,20,25,28,19,31,34,15,29,36,49,19,33,22,18,15,34,33,23,32,19,24,34,19,29,33,28,22,16,0,19,30,33,21,42,47,17,38,30,34,22,46,23,42,39,20,28,20,26,23,14,25,29,19,21,39,24,12,18,37,24,17,18,18,29,19,36,39,28,18,39,37,34,16,27,21,23,22,32,24,30,37,26,27,25,16,26,33,23,35,23,40,37,45,38,22,24,46,40,33,16,33,21,19
5a19bdb854208204570dcbfa,14,13,18,15,24,15,31,2,12,21,21,15,30,16,9,24,16,21,25,27,21,24,11,15,27,27,23,19,14,14,15,27,23,22,17,19,5,21,19,30,13,9,15,25,27,19,14,27,10,18,30,10,23,15,28,18,23,19,21,12,25,5,18,32,5,29,35,27,18,19,23,17,16,20,26,24,5,31,17,21,13,6,18,36,18,2,22,25,20,15,25,31,7,5,19,24,21,37,30,9,6,32,3,9,19,21,24,22,19,22,25,31,1,30,15,2,12,18,26,7,26,21,14,18,15,18,15,17,21,14,26,0,21,19,23,31,36,7,20,19,24,4,27,5,36,32,26,19,11,8,16,24,7,28,8,3,33,19,10,15,30,8,6,12,26,19,4,19,26,18,26,35,20,24,12,14,3,15,25,25,19,20,28,16,13,15,7,10,22,16,30,12,22,32,33,20,13,6,33,22,15,5,20,10,12
5a19bdf26aa4043eeb298d1e,33,31,32,25,23,33,13,21,30,4,10,10,19,14,27,18,19,36,22,29,24,18,23,34,41,9,32,25,28,28,34,16,36,11,23,28,23,21,33,15,31,21,25,17,23,8,9,20,20,37,39,29,35,31,33,21,4,18,37,28,27,23,27,28,17,33,15,19,17,8,5,27,23,39,7,17,18,12,28,14,27,24,35,34,27,20,4,6,35,19,25,25,19,24,28,13,13,33,19,25,25,13,21,28,8,15,6,24,24,3,19,45,20,11,33,20,13,20,7,19,10,19,25,27,33,11,31,11,15,17,39,20,0,18,17,24,28,19,34,12,17,22,42,23,17,14,20,30,14,24,14,37,25,10,23,22,14,38,20,25,12,17,19,29,19,13,22,22,26,7,19,15,25,35,23,17,21,21,18,7,11,10,17,5,23,29,25,19,15,33,11,19,32,12,24,34,16,24,36,31,30,18,13,17,10
5a19be1204030050aed5ef54,33,30,29,29,19,32,20,20,29,15,12,9,21,22,28,17,9,31,29,37,18,28,23,33,35,16,23,23,22,29,34,8,41,15,21,33,22,10,34,13,31,23,29,7,11,11,8,8,24,37,30,28,37,30,26,28,12,26,36,27,18,22,18,16,19,29,22,29,13,11,13,27,25,39,15,16,17,20,32,13,21,24,36,44,25,20,11,14,31,12,14,27,21,24,21,15,3,21,31,24,24,19,20,28,10,25,13,24,30,10,18,39,19,21,34,20,19,11,15,18,20,27,27,25,34,10,27,10,24,23,43,19,13,0,26,23,27,21,27,11,19,21,36,23,24,21,31,32,17,20,19,41,24,21,24,21,20,38,24,29,19,15,21,31,30,14,22,13,23,10,30,27,19,38,26,17,20,24,28,14,19,13,20,8,23,31,26,17,13,35,17,21,23,19,15,28,19,24,36,22,24,20,2,19,15
5a19be4854208204570dcbfb,34,34,38,22,34,35,29,23,32,17,24,21,32,8,24,30,30,42,23,18,34,13,27,36,48,25,41,32,34,28,33,31,27,24,30,19,26,34,33,31,34,21,22,32,37,21,21,34,17,36,49,31,35,35,42,11,20,6,41,32,39,25,37,43,18,41,29,6,28,21,21,31,27,38,23,29,22,28,25,27,34,27,31,18,33,23,20,22,40,29,37,36,19,25,37,26,28,47,9,29,27,27,23,29,21,10,22,31,17,19,31,52,22,21,30,21,12,32,23,23,22,13,25,33,28,23,36,23,13,14,30,22,23,29,0,37,41,19,40,25,28,24,48,26,31,29,8,30,17,28,18,27,27,17,22,24,28,34,16,22,28,23,19,26,5,23,23,34,36,21,5,29,35,35,19,24,24,22,13,23,16,23,30,19,27,29,23,25,27,30,24,23,41,26,39,40,20,27,43,41,36,19,27,21,14
5a19be6682c9a804497b7e45,45,42,41,39,31,44,23,32,41,20,21,19,30,30,39,28,21,43,37,44,30,34,34,45,48,19,34,35,34,40,46,11,51,23,33,43,34,21,45,13,42,33,39,19,17,19,18,20,34,49,42,40,48,42,39,36,15,33,48,39,30,34,30,22,30,41,19,33,24,19,16,38,35,51,18,26,28,23,42,23,34,35,48,49,37,31,14,17,44,24,25,37,32,35,34,24,15,27,33,36,36,16,32,40,18,31,16,35,39,13,29,52,31,20,45,32,28,23,17,29,25,35,38,37,45,20,39,21,30,32,54,31,21,25,32,0,37,32,39,21,29,33,48,34,20,24,36,43,27,33,28,51,36,21,36,33,17,50,35,39,22,27,32,42,34,24,34,25,34,18,34,29,32,48,37,28,32,34,34,17,26,21,28,16,34,42,38,29,24,46,14,32,34,16,26,40,29,35,47,34,36,31,14,30,24
5a19bec46659b21626305d1a,49,47,47,42,36,49,25,36,46,21,24,24,33,31,43,32,28,50,39,46,36,34,39,49,54,21,42,39,41,44,51,18,53,26,37,45,39,28,49,18,47,37,42,25,25,23,23,26,37,54,49,45,51,47,45,38,17,34,53,44,37,39,37,30,34,47,18,32,30,22,18,43,39,56,20,30,33,25,45,28,40,40,52,49,41,36,16,19,49,31,32,40,36,40,40,27,21,35,30,41,41,15,37,44,22,31,18,40,41,15,33,58,36,18,49,36,31,30,19,34,27,36,41,42,49,24,45,25,31,34,56,36,24,30,33,37,0,36,46,26,33,38,54,39,20,26,36,47,30,38,31,54,41,19,39,38,16,55,37,42,24,32,36,46,33,28,38,32,39,22,33,30,38,52,40,33,37,37,35,19,28,25,31,20,39,46,42,34,28,50,13,36,41,15,32,47,33,40,51,41,43,35,20,34,27
5a19bef299ec112dd1215e22,16,17,23,10,26,19,31,7,16,20,21,16,30,12,8,25,19,26,22,22,24,21,13,19,32,27,27,21,19,13,16,28,20,22,19,14,9,25,18,31,17,6,10,27,30,19,15,29,5,19,35,15,21,19,31,14,22,15,25,16,28,9,23,35,3,31,34,23,20,19,23,18,16,21,25,24,8,30,12,22,18,10,17,32,21,6,21,24,24,18,28,32,4,8,23,24,23,40,27,13,11,32,7,12,19,18,23,23,15,21,25,36,6,29,14,4,9,21,25,9,25,17,12,21,14,19,20,18,19,10,23,6,21,21,19,32,36,0,24,20,24,8,32,9,36,31,22,16,10,12,15,20,11,26,6,8,32,19,5,10,30,11,4,10,22,19,6,23,27,19,22,33,24,21,7,15,7,13,21,25,17,20,28,17,14,12,7,13,22,15,29,12,27,31,35,25,12,10,34,26,20,3,22,10,11
5a19befd99ec112dd1215e23,31,29,25,31,25,30,34,18,28,27,24,18,33,29,25,27,8,22,36,42,21,36,24,31,26,30,9,25,13,30,30,21,40,26,23,36,21,11,35,28,29,24,31,21,14,22,17,22,26,33,16,26,39,28,26,34,25,34,35,26,17,20,4,20,21,32,36,39,19,22,26,29,28,35,28,26,17,33,34,23,12,22,33,51,26,18,25,27,26,12,15,36,23,22,15,27,17,25,42,23,22,34,18,26,22,33,27,29,35,24,28,30,17,35,31,19,25,10,28,18,32,34,29,26,31,20,22,20,33,28,43,17,24,20,35,33,38,23,0,21,28,20,27,21,38,34,39,34,22,15,27,41,23,34,25,19,34,34,27,31,33,16,22,29,39,24,21,11,29,22,39,40,19,39,29,22,19,28,37,28,28,24,31,20,25,31,24,18,24,33,31,24,8,33,30,19,24,22,40,8,15,21,16,22,23
5a19bf0ec988512deb672dde,33,30,29,28,19,32,17,19,29,12,10,7,19,20,27,16,11,32,27,35,18,25,22,32,36,14,25,22,23,28,34,8,39,12,20,32,22,12,33,12,30,22,28,9,14,8,7,11,23,37,32,28,36,30,27,26,9,24,36,27,20,22,20,19,18,29,19,27,12,8,10,26,24,39,12,14,16,17,30,11,22,23,36,41,24,19,8,11,32,13,16,25,20,23,23,13,5,24,28,24,24,17,20,27,8,22,10,23,28,8,17,40,19,18,33,20,18,13,12,17,18,25,26,25,33,8,27,9,21,21,42,19,10,13,24,21,26,20,28,0,17,21,37,22,21,18,28,31,15,21,17,40,24,18,24,21,18,38,23,27,17,15,20,30,27,12,22,15,22,8,27,24,20,37,25,16,20,23,26,11,16,10,17,6,22,30,26,17,12,34,15,20,25,16,15,29,17,23,35,24,25,19,4,18,13
5a19bf1811ae4222e93bcbc6,37,35,35,31,25,37,13,24,34,10,12,12,21,20,32,20,18,39,27,35,25,24,27,37,43,10,32,28,30,32,39,11,42,14,26,34,27,19,37,10,35,25,31,16,19,11,11,17,26,42,39,33,39,35,34,27,5,24,41,32,27,27,27,24,22,35,12,24,18,10,6,31,27,44,9,18,21,13,33,16,29,28,40,40,30,24,5,8,38,20,23,29,24,28,29,15,12,29,24,29,29,10,25,32,10,21,7,28,30,3,21,47,24,12,37,25,19,20,8,22,16,25,29,30,37,13,33,13,21,23,45,24,13,19,23,26,30,24,35,14,0,26,43,27,14,15,26,35,18,27,19,42,29,13,27,26,11,43,26,30,13,20,24,34,25,16,26,22,28,10,25,20,27,40,28,21,25,26,24,8,17,13,20,8,27,34,30,22,16,38,7,24,32,9,22,36,21,28,40,31,32,23,11,22,15
5a19bf3e54208204570dcbfc,17,15,15,18,23,17,31,4,14,21,20,14,29,18,12,23,13,18,26,30,19,26,11,17,24,27,19,17,11,17,17,25,27,22,15,22,7,19,22,29,15,11,18,23,24,18,13,25,13,20,27,13,26,15,25,21,22,22,21,12,22,7,15,29,8,27,34,29,16,18,23,18,17,22,25,23,5,30,20,20,10,8,20,39,17,4,21,24,16,12,22,31,9,9,15,23,19,34,32,9,8,32,5,13,18,23,23,21,22,21,24,28,4,30,18,5,14,15,25,6,27,23,16,17,18,17,12,16,23,16,29,4,20,18,25,30,34,10,16,18,23,0,24,7,36,31,29,21,12,5,17,27,9,29,11,5,33,22,13,18,30,7,8,15,28,18,7,16,24,18,28,35,17,26,15,14,5,17,26,25,20,20,27,16,14,18,10,9,21,20,29,13,19,31,31,17,14,8,32,18,12,8,18,11,13
5a19bf896e5403163f332c22,34,31,29,30,20,33,22,20,30,17,14,10,23,24,28,19,9,31,30,38,18,29,23,33,35,18,22,24,22,30,35,8,42,16,22,34,23,9,35,14,31,23,30,8,10,12,9,9,25,38,29,29,38,30,26,30,13,28,37,27,17,23,17,15,20,30,23,31,14,12,14,28,26,40,17,17,17,21,33,15,21,24,37,45,25,20,13,15,31,12,12,28,22,24,21,17,4,20,33,25,25,20,21,28,12,26,15,25,32,12,20,39,20,23,34,21,21,10,16,18,22,29,28,26,34,11,27,12,25,24,44,20,14,14,28,24,29,22,27,13,21,22,0,23,25,23,32,33,18,20,21,42,25,22,25,22,21,39,26,30,21,16,22,31,31,16,23,12,23,12,31,28,19,39,27,18,21,25,30,16,20,14,21,10,24,32,27,18,15,36,18,22,22,20,17,28,20,24,37,21,24,21,4,20,17
5a19bfbe6659b21626305d1b,14,16,22,14,28,18,34,6,15,23,24,18,32,16,5,27,20,23,26,26,25,25,14,18,30,30,26,22,16,15,12,30,20,25,20,17,8,25,20,33,16,10,13,28,30,22,17,31,9,15,33,14,24,19,31,17,25,19,25,16,28,8,21,36,6,32,37,27,21,22,26,20,18,17,28,27,8,33,16,24,16,9,14,35,22,5,24,27,22,19,29,34,7,7,22,26,24,40,31,13,10,35,6,11,22,22,26,25,18,24,28,34,5,32,11,3,13,21,28,10,29,21,15,22,11,21,18,20,22,14,23,5,24,22,23,34,39,8,22,22,26,7,30,0,39,34,27,19,13,11,18,20,10,30,8,7,36,16,9,14,33,12,7,9,26,22,5,23,29,21,26,37,24,25,11,17,6,16,25,28,21,23,31,19,16,15,4,14,25,13,32,14,25,34,36,22,15,9,36,25,18,6,23,12,14
5a19bfd0b0da9122e35a924f,38,36,39,28,31,38,19,26,35,10,18,17,26,14,30,25,26,43,24,28,31,17,28,39,48,16,39,31,35,32,38,23,37,18,29,28,28,29,37,22,36,25,28,25,30,16,16,27,23,41,47,34,38,36,40,20,11,16,43,34,35,28,35,35,21,40,18,14,24,15,12,32,28,43,14,24,23,19,31,22,34,29,38,30,33,26,10,13,41,27,32,32,23,28,35,20,21,40,13,31,30,15,26,32,16,14,12,30,25,10,26,52,25,9,36,25,16,28,14,24,15,19,29,33,36,18,37,19,15,19,40,25,18,25,15,31,36,23,40,20,24,27,48,29,0,20,17,34,18,30,18,37,30,5,27,27,16,41,23,27,19,23,23,32,14,19,27,30,33,15,14,20,33,39,25,23,26,25,17,14,14,18,24,13,28,33,29,25,22,37,13,24,39,15,32,41,21,30,42,39,36,22,20,22,14
5a19bfd7b0da9122e35a9250,45,43,44,37,34,45,20,33,42,16,21,21,30,25,39,29,28,48,33,39,34,28,35,46,52,17,41,36,39,40,47,19,47,22,34,39,35,28,45,18,43,33,37,25,27,19,20,26,32,50,49,41,47,43,43,31,13,27,49,40,37,35,37,32,30,44,13,25,27,19,14,39,35,52,16,27,30,21,40,25,38,36,47,41,38,32,12,15,47,29,32,37,31,36,39,24,21,37,22,37,37,11,33,40,19,25,14,36,35,11,30,56,32,11,45,33,25,29,15,31,21,30,37,39,45,22,42,22,25,28,50,32,21,28,26,35,39,31,44,23,29,34,53,35,15,0,28,42,26,35,26,48,37,12,35,34,11,50,32,37,20,29,31,41,26,24,34,31,37,18,26,24,36,47,35,29,33,33,28,15,23,21,28,17,35,41,38,30,25,46,8,31,41,10,31,45,28,36,48,41,41,30,20,30,22
5a19c03f6659b21626305d1c,27,27,31,15,28,28,26,16,25,14,19,15,27,1,18,24,24,35,16,16,27,10,19,29,40,22,34,25,27,21,26,27,24,19,23,15,18,28,26,28,27,14,15,27,32,16,15,29,10,30,42,24,28,27,36,8,17,6,34,24,32,18,30,37,11,35,28,12,21,16,18,24,19,32,20,24,15,25,18,21,27,20,26,24,26,16,16,19,33,23,31,30,12,18,30,21,23,42,16,22,20,25,16,22,16,7,18,25,12,16,25,45,15,21,24,14,5,25,20,16,19,7,18,26,23,18,28,17,9,7,27,15,18,22,9,31,35,12,33,19,22,17,41,19,30,26,0,23,10,21,11,25,20,18,15,17,26,29,10,15,25,16,12,20,12,18,16,27,29,16,12,27,28,28,13,17,16,15,11,19,11,18,25,14,20,22,17,18,21,24,23,16,34,25,34,33,13,20,37,34,29,12,22,14,7
5a19c0cdc988512deb672de0,21,23,26,21,34,24,41,12,21,31,31,25,40,23,8,34,24,24,34,32,30,32,21,25,31,37,27,28,18,23,10,36,21,32,26,21,14,29,28,40,23,17,20,34,35,29,24,37,16,13,34,20,32,25,36,24,32,26,31,22,33,14,22,40,14,38,45,34,28,29,33,27,26,15,36,34,15,41,23,31,17,16,13,41,28,12,32,35,26,23,33,41,15,14,26,33,30,45,38,19,16,42,12,18,29,29,34,32,25,32,34,35,11,40,14,10,21,26,36,17,36,29,23,28,10,28,21,27,30,22,23,11,31,29,31,41,45,16,23,29,34,13,31,15,46,42,34,0,21,14,26,21,16,38,16,13,43,11,16,21,40,18,14,13,33,29,12,27,35,28,33,44,29,32,18,24,13,24,33,35,28,30,38,26,23,22,7,20,32,17,40,21,26,42,43,24,22,16,42,26,19,14,30,20,22
5a19c0d399ec112dd1215e24,22,22,25,14,23,23,24,11,20,13,15,11,24,7,15,20,18,29,15,21,22,15,14,24,35,20,29,19,22,17,23,23,25,16,17,17,13,22,22,25,22,9,14,22,27,13,10,25,9,26,36,19,23,22,30,12,15,11,28,19,27,13,24,32,6,29,27,18,16,13,16,18,14,28,19,19,9,23,16,17,21,15,24,29,20,11,15,18,27,17,26,26,8,13,24,18,18,37,21,16,15,25,11,17,13,12,17,19,14,15,20,39,10,22,21,10,3,20,19,10,18,12,13,20,21,14,23,13,12,6,28,10,15,17,14,27,31,7,27,15,18,12,35,14,29,25,18,19,0,16,8,25,15,19,11,12,25,26,9,13,23,10,8,17,17,13,12,21,24,13,17,26,23,24,11,12,11,9,15,18,10,14,22,10,14,18,14,12,17,22,22,10,28,24,30,28,7,15,31,28,23,7,17,8,4
5a19c0d754208204570dcbfe,20,18,14,20,21,19,30,7,16,21,19,13,28,19,15,21,10,18,27,32,17,27,13,20,23,26,17,16,9,19,20,23,29,21,15,25,9,16,24,27,18,13,20,21,21,17,12,23,15,23,24,15,28,17,22,23,21,23,24,14,19,9,12,26,10,25,33,30,15,17,22,18,18,25,24,21,6,29,23,19,9,11,23,41,17,7,20,23,17,10,19,30,11,11,13,22,17,31,33,12,11,30,7,15,17,24,22,21,24,20,22,27,6,30,21,8,15,12,24,7,26,25,18,17,20,16,12,14,24,18,32,6,19,16,26,29,33,12,15,17,22,8,23,10,35,30,30,23,13,0,18,30,11,28,14,8,31,24,16,20,29,7,11,18,29,17,10,14,23,17,29,34,15,28,17,13,8,18,27,23,20,18,26,15,14,20,13,9,19,23,28,14,17,30,29,15,14,11,31,16,11,10,16,12,14
5a19c0deb884b12dc5b5020c,24,24,28,13,26,25,26,13,22,14,17,14,26,4,16,22,21,32,15,18,25,13,16,26,37,21,32,22,24,18,24,26,23,18,20,15,15,25,23,27,24,11,13,25,30,15,13,27,8,27,39,21,25,24,33,9,17,8,31,22,30,15,27,35,8,32,28,15,19,15,17,21,16,29,20,22,12,25,16,19,24,17,24,26,23,13,16,19,30,20,29,29,9,15,27,20,21,40,19,19,17,26,13,19,15,10,18,22,11,16,23,42,12,22,22,12,2,23,20,13,19,10,15,23,21,16,26,15,11,4,26,12,17,20,11,29,34,9,30,17,21,14,38,16,30,26,15,20,8,18,0,24,17,19,13,14,26,27,8,13,24,13,9,18,15,16,13,24,27,15,15,27,26,25,11,15,14,12,13,19,11,17,24,13,17,19,15,15,20,22,23,13,31,25,32,30,10,17,34,31,26,9,20,11,6
5a19c14db884b12dc5b5020e,26,28,33,21,40,30,44,18,27,33,35,29,43,22,11,38,31,33,35,29,37,31,26,31,40,40,36,34,27,26,16,42,11,36,32,17,20,37,31,45,28,20,20,40,42,33,29,43,16,19,43,26,34,31,43,20,35,23,37,28,40,20,32,48,17,44,47,31,33,32,36,32,29,21,39,38,20,44,23,36,27,21,13,36,33,17,35,38,34,31,41,45,17,19,34,37,36,52,35,25,22,45,18,23,33,28,37,36,23,35,39,44,17,41,16,15,21,33,39,22,38,28,26,34,10,32,29,31,30,22,14,17,35,34,30,45,50,18,32,34,37,19,40,20,49,45,31,29,23,22,28,0,22,38,19,19,46,12,15,21,43,24,17,14,30,33,17,35,41,32,30,46,36,35,19,29,18,26,32,38,30,34,42,30,28,25,10,26,36,18,43,25,36,44,48,33,25,21,47,35,28,17,35,23,24
5a19c17d99ec112dd1215e27,17,18,23,10,26,20,30,7,17,19,20,15,29,11,9,24,20,27,21,21,24,20,13,20,32,26,28,21,19,13,17,28,20,22,19,14,10,25,18,30,18,6,9,26,30,18,15,29,5,20,35,16,20,19,31,13,21,14,26,17,28,10,23,35,3,31,33,22,20,18,22,18,15,22,25,24,8,29,12,22,19,11,17,31,21,7,21,24,25,19,28,31,4,9,23,23,22,40,25,14,11,31,8,13,18,17,23,22,14,21,25,37,7,28,15,5,8,21,25,10,24,16,12,21,15,18,20,17,17,9,23,7,21,21,18,31,36,4,25,20,23,9,33,10,35,31,21,15,9,13,14,20,0,25,6,8,32,20,5,9,29,11,4,11,21,18,7,23,27,18,21,33,24,21,7,15,8,12,20,24,16,20,27,16,14,12,8,13,22,16,28,11,27,30,34,25,11,11,33,27,21,3,22,9,10
5a19c181172b442ddd1d08a7,41,40,42,31,33,41,21,29,38,13,20,19,28,18,34,28,28,46,28,32,33,20,31,42,51,17,42,34,37,35,42,23,40,21,32,32,32,30,40,22,40,28,31,27,31,18,19,29,26,45,49,37,42,40,43,24,12,19,46,37,37,31,37,36,25,42,17,16,26,18,13,35,31,47,16,26,26,21,34,24,37,33,42,32,36,29,12,15,44,29,34,35,26,32,38,22,23,41,14,34,33,14,29,36,18,17,14,33,28,11,29,55,28,8,40,28,19,30,15,27,18,23,32,36,39,21,40,21,19,22,43,28,20,27,19,34,38,26,43,22,27,30,51,32,19,22,20,37,22,33,21,41,33,0,30,30,15,45,26,31,20,26,26,36,17,22,30,32,35,17,17,21,35,43,29,26,30,28,21,15,18,20,27,15,31,36,33,28,24,40,12,27,41,14,33,43,24,33,45,41,39,26,22,26,17
