D_bar,5a0ebeddfdc81513a9dcf33d,5a0ee1c397e0bc4831663486,5a0eeec3ae845313c72e280a,5a0ef92e0525bc484398d1f8,5a0eff8948c5984825e18bba,5a0f05b3bcb30313c1318d8e,5a0f0c5348c5984825e18bbb,5a0f0e693feafb4f684d1abb,5a0f100fe691ef1af5572637,5a0f12dc0525bc484398d1fb,5a0f14601c156e483dc740c8,5a0f169bc31f3448494eb6f7,5a0f178632516b13bbf49e3f,5a0f17acd6c58c139daa8a50,5a0f187c1c067a1ae7e6733c,5a0f192a48c5984825e18bca,5a0f19b9d6c58c139daa8a51,5a0f1aa832516b13bbf49e41,5a0f1ae71c067a1ae7e6733d,5a0f1af0fdc81513a9dcf349,5a0f1b04bcb30313c1318d90,5a0f1bcb48c5984825e18bcc,5a0f1c2a0525bc484398d1fc,5a0f1c61fdc81513a9dcf34a,5a0f1c8348c5984825e18bcd,5a0f1cabbcb30313c1318d91,5a0f1e361c067a1ae7e6733e,5a0f1edc1c156e483dc740c9,5a0f1fcd1c067a1ae7e6733f,5a0f202bc31f3448494eb6f9,5a0f215be691ef1af5572639,5a0f21641c156e483dc740ca,5a0f21686d59381b0f22075a,5a0f216e6d59381b0f22075b,5a0f21990525bc484398d1fd,5a0f225c5c4f9a48378c2db3,5a0f22912c520b484f1b87fc,5a0f22c93feafb4f684d1ac1,5a0f2391ae845313c72e2811,5a0f24065c4f9a48378c2db4,5a0f241432516b13bbf49e42,5a0f24a097e0bc483166348f,5a0f25093feafb4f684d1ac2,5a0f2514e691ef1af557263b,5a0f259a0525bc484398d200,5a0f25eb32516b13bbf49e44,5a0f25efbcb30313c1318d97,5a0f2610d6c58c139daa8a53,5a0f2681e691ef1af557263c,5a0f269a48c5984825e18bd0,5a0f26cb3feafb4f684d1ac7,5a0f270efdc81513a9dcf34c,5a0f274f97e0bc4831663490,5a0f2755e691ef1af557263e,5a0f27bdbcb30313c1318d9a,5a0f27efe691ef1af557263f,5a0f283332516b13bbf49e45,5a0f2857fdc81513a9dcf34d,5a0f2895ae845313c72e2812,5a0f2897e691ef1af5572640,5a0f292148c5984825e18bd1,5a0f29330525bc484398d202,5a0f29b50525bc484398d204,5a0f29b697e0bc4831663491,5a0f29b80525bc484398d205,5a0f2a3cd6c58c139daa8a54,5a0f2a521c156e483dc740cc,5a0f2a882c520b484f1b87ff,5a0f2b071c067a1ae7e67341,5a0f2b2448c5984825e18bd4,5a0f2b636d59381b0f22075c,5a0f2b73d6c58c139daa8a56,5a0f2ba56d59381b0f22075d,5a0f2ba71c156e483dc740cd,5a0f2bd1fdc81513a9dcf34f,5a0f2c131c156e483dc740ce,5a0f2c42e691ef1af5572643,5a0f2c4397e0bc4831663492,5a0f2c4a97e0bc4831663493,5a0f2c8dbcb30313c1318d9e,5a0f2c8e97e0bc4831663495,5a0f2cdcd6c58c139daa8a57,5a0f2d141c067a1ae7e67343,5a0f2d4c5c4f9a48378c2db7,5a0f2d811c156e483dc740cf,5a0f2da4ae845313c72e2816,5a0f2dcfae845313c72e2817,5a0f2dfee691ef1af5572645,5a0f2e3497e0bc4831663497,5a0f2e4f3feafb4f684d1aca,5a0f2e83bcb30313c1318d9f,5a0f2f075c4f9a48378c2db9,5a0f2f15bcb30313c1318da0,5a0f2f2f32516b13bbf49e49,5a0f2f491c067a1ae7e67344,5a0f2f4b0525bc484398d207,5a0f2f602c520b484f1b8801,5a0f3089e691ef1af5572648,5a0f308ee691ef1af5572649,5a0f30adae845313c72e281c,5a0f30c33feafb4f684d1acd,5a0f30d1e691ef1af557264b,5a0f30df0525bc484398d208,5a0f3106ae845313c72e281d,5a0f314aae845313c72e281e,5a0f3161ae845313c72e281f,5a0f316bc31f3448494eb6fe,5a0f3195e691ef1af557264c,5a0f320e5c4f9a48378c2dba,5a0f322eeca4fc22e027a312,5a0f331cae845313c72e2821,5a0f33b299ec112dd1215692,5a0f33b293984022d41562d0,5a0f33dbb0da9122e35a8d45,5a0f33e40525bc484398d209,5a0f33fda7e49c22d705f640,5a0f3400b546e022c2fa61d6,5a0f3442eca4fc22e027a313,5a0f344e059ac522ef987c4d,5a0f350e17153722f5634d3c,5a0f3512b884b12dc5b4fbcb,5a0f3532d442ff22bc769147,5a0f354fae845313c72e2822,5a0f35fca7e49c22d705f641,5a0f368b172b442ddd1d05ea,5a0f36d6172b442ddd1d05eb,5a0f371ae691ef1af557264f,5a0f379b51fd882301b6d13c,5a0f37ca51fd882301b6d13d,5a0f3830059ac522ef987c4f,5a0f383332516b13bbf49e4d,5a0f38b4ae845313c72e2823,5a0f3931c988512deb672b83,5a0f39c817153722f5634d3d,5a0f3a584b4fc722fbe1c726,5a0f3a94172b442ddd1d05ed,5a0f3b5db884b12dc5b4fbcc,5a0f3ba9a7e49c22d705f646,5a0f3bad51fd882301b6d13e,5a0f3c3f172b442ddd1d05ee,5a0f3cbdae845313c72e2826,5a0f3d2b99ec112dd1215696,5a0f3d4c99ec112dd1215697,5a0f3d5a172b442ddd1d05ef,5a0f3d7bc988512deb672b87,5a0f3d9b4b4fc722fbe1c727,5a0f3e4bc988512deb672b89,5a0f3e7432516b13bbf49e52,5a0f3e8251fd882301b6d140,5a0f3e8e51fd882301b6d141,5a0f3e8e4b4fc722fbe1c728,5a0f3ec3e691ef1af5572653,5a0f3ed417153722f5634d40,5a0f3f1cf160552db93e65b4,5a0f3f62a7e49c22d705f649,5a0f3f7d4b4fc722fbe1c72b,5a0f3fd0ae845313c72e2827,5a0f4029172b442ddd1d05f1,5a0f40b4c988512deb672b8b,5a0f40bc17153722f5634d41,5a0f40c7c988512deb672b8c,5a0f4107f160552db93e65b5,5a0f41e9f160552db93e65b6,5a0f421b32516b13bbf49e54,5a0f423c172b442ddd1d05f2,5a0f433d32516b13bbf49ea9,5a0f437232516b13bbf49eaa,5a0f439517153722f5634d42,5a0f44d832516b13bbf49eab,5a0f44dd51fd882301b6d147,5a0f4653ae845313c72e282a,5a0f4694f160552db93e65b9,5a0f47f1b884b12dc5b4fbcf,5a0f482bb0da9122e35a8d4a,5a0f486d11ae4222e93bc463,5a0f489a263abd22dd1e3aec,5a0f49bba7e49c22d705f681,5a0f4e10ae845313c72e282e,5a0f4ef1263abd22dd1e3af2
5a0f3931c988512deb672b83,17,9,28,29,21,13,38,22,7,8,13,11,21,13,23,7,20,19,23,20,24,25,19,25,19,27,23,4,24,18,17,20,23,13,42,7,15,31,27,6,27,24,6,22,19,3,19,11,10,16,19,21,27,12,39,9,16,15,19,8,20,28,20,15,28,6,26,13,28,7,15,29,22,21,10,20,22,24,22,12,32,15,34,18,47,5,10,6,16,29,23,21,5,23,21,17,21,25,44,24,13,12,32,11,20,32,25,33,28,27,21,11,9,26,16,7,19,21,13,16,17,18,7,23,13,19,15,22,7,7,16,22,0,17,26,21,29,18,12,16,23,20,16,6,3,7,33,5,17,31,21,26,27,8,24,27,16,26,24,22,28,25,10,25,10,21,19,31,7,25,22,23,35,25,17,5,13,27,10
5a0f39c817153722f5634d3d,28,13,19,20,24,18,34,24,12,13,4,16,20,11,34,11,25,17,12,23,12,31,18,15,24,34,30,9,22,29,8,24,20,20,34,10,22,29,28,16,31,20,11,20,25,14,26,14,7,22,18,31,19,17,34,13,19,15,24,14,12,21,22,14,24,11,19,15,23,18,11,24,26,14,8,31,20,31,15,14,30,24,23,23,42,16,17,12,19,25,18,27,11,34,27,9,28,26,40,25,17,18,32,16,18,29,20,29,29,30,19,15,13,21,7,10,16,19,19,16,18,16,14,17,2,28,21,17,12,9,20,27,12,0,27,25,19,16,7,9,30,11,15,10,15,10,26,11,24,34,14,17,20,11,22,22,26,29,16,17,17,28,21,20,15,25,24,21,18,31,29,24,30,20,19,10,23,31,13
5a0f3a584b4fc722fbe1c726,24,23,33,31,33,25,32,35,16,17,20,13,17,26,22,18,29,15,32,17,32,35,22,30,33,20,33,16,20,27,22,33,25,23,41,19,3,27,19,19,29,21,18,34,14,15,6,20,22,9,17,19,32,24,33,20,29,18,31,17,21,30,13,18,22,13,29,22,24,19,19,25,36,23,14,19,18,11,24,21,28,12,43,8,41,17,20,15,30,26,23,20,17,30,7,23,8,17,39,16,26,22,35,19,16,28,21,28,20,16,20,25,20,24,21,20,32,18,4,19,10,15,11,23,21,15,7,21,16,20,9,11,16,25,0,35,39,14,18,23,10,25,16,18,15,20,35,17,28,20,23,28,29,21,20,23,14,14,25,22,37,14,19,21,10,15,11,36,14,11,9,16,29,28,29,13,10,16,23
5a0f3a94172b442ddd1d05ed,23,7,24,26,19,13,37,20,9,10,9,14,21,8,29,6,21,19,17,22,18,27,18,21,19,32,25,4,24,23,13,19,22,15,39,5,19,31,28,10,29,23,6,17,22,8,23,11,4,20,19,26,23,12,37,8,14,15,19,10,17,25,22,14,27,8,23,12,27,12,13,28,20,18,9,26,22,29,19,12,32,20,28,21,46,10,12,8,14,28,21,24,5,29,25,13,25,26,43,25,11,14,32,12,19,31,24,32,29,30,21,9,8,24,12,5,15,21,16,16,19,18,11,21,8,24,19,20,9,4,19,25,8,11,27,0,24,18,9,12,28,16,16,5,9,5,31,5,19,34,19,22,25,6,23,26,22,28,21,20,22,27,15,23,13,24,22,26,13,29,27,25,33,23,13,6,19,30,8
5a0f3b5db884b12dc5b4fbcc,31,15,18,18,27,21,33,26,14,15,5,18,20,14,36,13,27,17,11,24,11,33,19,12,26,36,32,11,22,31,6,26,20,22,31,13,24,29,28,18,33,19,13,22,26,16,27,16,10,24,19,33,17,19,33,15,21,16,26,16,11,20,22,15,23,13,19,17,22,20,11,23,28,13,9,33,20,32,14,16,30,26,21,25,41,18,19,14,22,24,18,29,13,36,28,8,29,26,40,26,19,21,34,18,17,28,19,28,30,31,20,17,15,21,7,12,17,19,20,17,18,16,15,17,2,30,23,16,14,12,21,28,14,4,27,27,0,16,8,10,31,10,15,13,17,13,25,13,26,35,13,15,19,13,22,21,28,30,15,16,15,28,24,19,17,26,25,18,21,33,30,25,29,20,22,12,25,31,15
5a0f3ba9a7e49c22d705f646,30,22,23,18,31,24,23,35,15,16,11,14,7,23,33,17,28,4,23,16,22,34,16,18,33,28,33,15,9,32,11,34,16,23,29,17,15,16,16,21,29,9,17,31,19,18,18,18,18,16,8,28,22,23,23,19,29,13,30,16,9,17,11,11,13,12,18,19,13,22,11,14,35,10,7,30,7,22,11,18,17,22,33,16,32,20,20,14,29,14,10,23,16,36,18,14,19,14,29,13,25,22,30,19,5,17,10,17,17,19,10,24,19,11,12,19,28,6,11,14,6,3,13,11,13,25,16,8,15,19,12,18,15,17,15,35,30,0,10,15,21,15,7,16,18,19,22,16,28,22,10,15,16,20,9,12,23,18,12,10,28,16,25,10,12,19,16,24,20,22,20,12,19,18,27,12,20,19,22
5a0f3bad51fd882301b6d13e,27,13,18,20,24,17,32,26,10,11,3,13,17,13,32,10,23,14,15,20,15,30,15,15,25,32,28,8,19,28,7,25,17,18,33,10,19,26,25,15,29,17,10,21,22,13,23,12,9,19,15,29,17,16,32,12,20,12,23,12,11,19,19,11,22,9,17,13,21,17,8,22,26,12,5,29,17,28,13,13,27,22,26,21,40,15,15,10,20,22,16,24,10,33,24,7,25,23,38,22,17,17,29,14,15,26,18,26,26,27,16,15,12,19,6,11,18,17,16,13,15,14,11,15,3,26,19,15,10,10,17,24,11,8,24,26,21,13,0,6,27,10,12,10,13,11,24,10,22,31,12,16,18,12,19,20,24,26,15,15,20,25,20,18,13,22,21,21,17,29,26,21,28,17,19,8,21,28,14
5a0f3c3f172b442ddd1d05ee,33,17,17,16,29,23,32,29,16,17,6,19,20,16,38,16,29,17,10,25,10,36,20,10,28,37,34,14,22,33,5,29,21,24,29,15,25,28,28,21,34,17,16,25,27,19,28,18,12,25,19,34,17,22,31,18,23,18,28,18,9,18,23,16,22,15,18,19,21,22,12,22,31,11,10,35,20,33,12,19,30,28,21,26,39,21,21,16,24,22,17,30,15,39,29,9,30,26,38,26,22,23,35,20,17,27,18,26,30,31,20,20,18,20,7,15,19,19,21,19,19,16,17,16,5,32,24,16,16,14,22,29,16,6,27,29,17,16,9,0,32,10,15,15,19,15,23,15,28,35,11,12,17,16,21,20,30,30,13,16,15,28,26,18,18,28,26,16,23,34,31,25,27,20,24,14,26,32,18
5a0f3cbdae845313c72e2826,27,27,39,37,37,30,37,39,21,22,26,18,23,30,21,23,34,21,38,23,38,39,28,36,36,25,38,21,26,30,28,36,31,28,47,23,7,33,25,23,34,26,23,39,20,18,8,25,27,15,23,21,38,29,38,25,33,24,36,22,27,36,19,23,27,18,35,27,29,22,25,30,40,29,20,18,24,9,30,26,34,14,49,14,46,20,25,20,34,31,28,26,22,33,5,29,6,22,43,22,31,27,41,24,21,34,27,34,25,19,26,29,25,30,27,24,37,23,9,25,15,20,16,29,27,18,12,27,21,25,15,17,20,31,24,38,45,20,23,29,0,31,22,23,19,25,41,22,33,24,29,34,35,25,25,28,17,19,31,28,43,17,21,26,16,21,17,42,17,10,7,21,34,34,34,18,12,20,27
5a0f3d2b99ec112dd1215696,27,11,19,21,23,17,34,24,11,12,4,15,19,11,32,10,23,16,14,22,14,30,17,16,23,33,28,7,22,27,9,23,19,18,34,9,21,28,27,14,30,20,9,19,23,12,24,12,7,21,17,29,19,15,34,12,18,14,22,12,13,21,21,13,24,10,19,13,23,16,10,24,25,14,7,30,19,29,15,13,29,23,25,22,42,14,15,10,18,25,18,25,9,32,26,9,26,25,40,24,16,17,31,14,17,28,20,28,28,29,19,14,12,21,7,9,16,19,17,15,17,16,12,17,3,27,20,17,11,9,19,26,11,7,26,24,20,16,6,9,28,0,14,9,13,9,26,9,22,33,14,17,20,10,21,22,24,28,17,17,19,27,20,20,14,24,22,22,17,30,28,23,30,19,18,8,21,29,12
5a0f3d4c99ec112dd1215697,32,21,20,15,31,24,23,34,15,16,10,15,11,22,35,17,29,7,20,19,20,35,16,15,33,31,34,15,12,33,8,33,15,24,26,17,18,19,19,22,30,9,17,30,21,19,21,18,17,19,10,30,20,23,23,19,28,14,30,17,6,14,14,12,13,13,16,19,12,22,10,13,34,7,7,32,10,25,8,19,20,24,30,19,31,20,20,15,28,14,7,25,17,37,21,11,22,17,29,17,25,22,31,19,7,18,9,17,20,22,12,24,19,10,10,19,27,9,14,15,9,6,14,8,11,27,18,6,15,19,15,21,16,15,18,34,27,6,9,14,24,12,0,17,19,19,19,16,28,25,7,12,13,20,11,11,26,22,9,6,25,19,26,9,14,21,18,21,21,26,23,15,19,17,27,13,22,22,22
5a0f3d5a172b442ddd1d05ef,18,8,27,29,20,12,38,21,7,8,12,11,21,12,24,6,19,19,22,21,23,24,19,25,19,28,23,3,24,18,16,19,23,13,42,6,16,31,27,6,27,24,6,21,20,4,20,11,9,17,19,22,27,11,38,8,15,15,18,8,20,28,21,15,28,6,25,12,28,7,15,29,21,21,10,21,22,25,22,12,32,16,33,18,47,5,10,6,15,29,23,22,4,24,21,16,22,25,44,24,12,12,32,11,20,32,25,33,28,28,21,11,8,25,15,6,18,21,13,16,18,18,8,22,12,20,15,22,7,6,17,23,5,16,26,21,28,18,11,16,24,19,16,0,4,6,33,4,17,32,21,25,27,7,24,27,17,26,23,22,27,26,11,25,10,21,19,30,8,26,23,24,35,25,16,5,14,28,9
5a0f3d7bc988512deb672b87,15,10,31,33,24,16,41,21,10,11,16,13,24,14,21,10,23,22,25,23,26,28,22,28,18,28,26,7,27,16,20,18,27,16,45,10,15,34,29,5,29,27,9,24,21,2,19,14,12,17,22,21,31,15,41,11,15,18,22,11,23,32,23,18,31,9,29,16,31,6,19,32,23,25,13,18,25,25,26,16,35,14,36,19,50,4,13,10,17,32,26,23,8,21,21,20,22,27,47,26,15,15,35,14,22,35,28,36,30,29,24,12,12,29,19,8,21,24,14,19,20,21,10,26,16,19,16,25,10,8,18,24,9,20,28,21,32,21,15,20,24,23,19,9,0,8,37,8,20,33,25,29,31,9,26,30,16,27,27,25,30,27,7,28,12,23,21,34,5,25,23,26,38,28,20,8,13,29,10
5a0f3d9b4b4fc722fbe1c727,22,3,28,30,21,15,41,16,11,12,13,16,25,7,27,9,23,23,20,25,21,29,22,25,15,33,27,6,28,22,17,15,26,17,43,7,21,34,32,8,32,27,8,19,24,7,25,14,6,22,23,27,28,14,42,10,10,18,21,12,21,30,25,18,31,11,27,15,31,11,17,32,17,23,13,25,26,30,24,15,36,20,30,23,50,9,14,10,10,32,26,26,7,28,26,18,27,29,48,29,10,16,36,15,23,35,28,36,33,33,24,6,10,28,16,1,14,25,18,20,22,22,13,25,12,25,20,25,11,1,21,28,10,15,31,16,26,22,13,17,29,20,20,7,8,0,35,7,21,37,23,26,29,2,27,30,22,31,25,25,24,30,13,28,15,26,24,30,12,31,28,28,38,27,16,9,19,33,4
5a0f3e4bc988512deb672b89,38,21,25,19,34,28,39,30,22,24,13,26,28,18,44,21,35,24,4,33,4,41,27,12,30,44,40,19,30,39,12,30,28,30,32,20,32,36,36,25,41,24,21,28,34,24,36,24,16,32,26,41,25,27,37,23,25,25,34,24,16,25,30,23,29,21,26,25,27,28,19,28,34,18,18,41,27,41,19,25,37,35,13,33,45,26,27,22,28,29,25,37,21,44,37,16,37,34,45,34,26,29,42,26,25,35,25,33,37,39,28,23,23,27,15,18,19,27,28,26,26,24,24,24,11,38,31,23,22,17,30,37,22,10,35,30,10,23,16,19,40,17,23,20,24,18,0,20,34,42,18,16,24,19,29,26,36,38,20,23,8,36,31,24,25,35,33,18,28,41,39,33,34,28,29,20,33,39,21
5a0f3e7432516b13bbf49e52,21,10,23,25,19,12,34,23,5,6,8,10,18,12,27,5,18,16,19,18,20,24,15,21,22,28,22,3,21,22,13,22,19,12,38,5,16,28,25,10,25,21,5,21,19,7,20,7,8,16,16,23,23,11,35,7,17,11,18,6,16,24,18,11,25,4,21,8,24,11,11,25,23,17,6,24,19,25,18,8,29,17,30,17,43,9,9,4,17,26,19,21,5,27,21,13,22,22,41,22,14,11,29,9,16,28,21,29,26,26,17,12,7,22,11,8,19,18,13,13,15,15,7,19,9,21,15,18,5,7,15,21,5,13,24,23,26,15,7,12,24,15,13,5,8,8,29,0,17,30,17,21,23,9,20,23,19,24,19,18,24,24,15,21,9,20,18,27,11,25,23,21,31,21,16,3,16,26,10
5a0f3e8251fd882301b6d140,20,21,39,39,33,26,43,31,18,19,25,18,27,25,11,19,31,25,36,25,36,36,28,37,28,27,35,17,30,23,28,28,32,25,51,19,12,37,30,16,34,31,19,35,22,12,15,23,22,17,26,18,38,25,44,21,25,24,32,19,30,38,24,24,33,16,36,24,35,16,26,36,34,31,20,8,28,19,32,24,38,11,46,18,52,14,21,17,28,36,31,26,18,26,16,28,16,28,50,27,25,23,41,22,26,38,32,39,31,27,28,23,21,33,27,19,31,27,13,25,21,24,15,31,25,17,15,30,18,19,18,22,17,29,29,31,42,24,23,28,18,31,24,19,13,19,43,18,0,32,31,36,37,20,30,34,13,26,33,31,40,25,13,31,16,24,21,43,10,20,17,27,40,35,30,16,10,27,21
5a0f3e8e51fd882301b6d141,43,37,38,28,46,40,22,51,30,31,27,28,21,39,42,32,44,17,38,29,37,50,31,31,49,38,48,30,22,45,26,49,32,38,31,33,23,29,23,36,43,13,33,47,30,32,25,33,34,26,23,39,38,39,19,35,45,29,45,31,21,30,20,27,12,27,33,35,17,36,27,18,51,23,23,40,20,24,24,34,30,32,48,26,27,34,35,29,44,18,24,36,32,49,21,29,21,21,28,21,41,37,46,34,17,26,14,22,25,22,26,40,35,24,28,35,45,19,21,30,14,16,26,25,29,35,26,22,30,35,22,26,30,33,22,50,44,16,26,32,23,30,23,32,33,35,35,32,43,0,23,24,29,36,22,16,34,23,24,24,42,17,38,14,25,30,25,36,33,25,22,20,17,35,43,28,30,22,38
5a0f3e8e4b4fc722fbe1c728,33,20,17,12,31,24,27,33,17,18,8,18,16,20,38,17,30,12,15,23,14,36,18,10,32,35,35,15,17,34,3,32,18,25,25,17,23,24,24,22,33,12,17,28,25,20,26,18,16,23,15,34,16,23,26,19,27,16,30,18,4,13,19,14,17,15,15,20,16,24,10,17,33,6,9,35,15,30,7,19,25,27,25,23,34,22,21,16,27,17,12,29,17,39,26,9,27,22,33,22,24,23,33,20,13,22,13,21,26,28,17,23,19,15,7,18,24,15,19,17,15,12,17,12,8,31,22,11,17,17,20,26,17,11,23,33,22,11,9,13,29,9,12,17,20,18,18,17,29,31,0,9,12,19,17,15,29,27,8,11,20,24,27,12,17,25,23,16,23,31,28,21,22,18,26,14,25,28,21
5a0f3ec3e691ef1af5572653,42,29,25,6,39,33,26,41,25,26,16,26,21,28,46,26,39,17,19,30,18,45,27,10,40,42,43,24,22,43,12,41,26,33,17,26,30,29,29,31,41,11,26,37,33,28,33,27,24,30,22,42,25,32,22,28,35,24,39,27,7,18,25,23,16,23,24,28,15,32,19,16,42,10,17,43,20,36,12,28,30,35,28,30,31,30,30,25,36,17,18,36,26,48,32,18,33,27,32,27,33,32,42,29,18,26,12,22,31,33,24,31,28,19,16,27,31,19,26,25,19,16,25,18,16,38,30,15,25,26,27,33,26,18,28,41,26,16,18,21,35,18,19,25,29,27,23,26,38,35,11,0,17,28,22,14,37,32,12,17,23,29,36,12,25,33,30,16,32,36,34,26,20,26,35,23,33,33,29
5a0f3ed417153722f5634d40,34,18,19,15,30,24,33,29,18,19,8,21,21,17,40,17,31,18,9,27,8,37,21,9,29,39,35,15,23,35,6,29,22,26,29,16,26,30,30,22,36,18,17,26,29,20,30,19,13,26,20,36,19,23,32,19,24,19,30,19,10,19,24,17,23,16,20,20,22,24,13,23,32,12,12,37,21,35,13,20,31,30,19,27,40,22,22,17,25,23,18,32,17,40,31,10,31,28,39,27,23,24,36,22,18,29,19,27,31,33,22,21,19,21,9,16,20,20,23,20,20,17,19,17,6,33,26,17,18,15,24,31,18,7,29,30,16,17,11,13,34,11,17,16,21,16,24,17,30,36,12,12,0,17,23,21,31,32,14,17,14,30,27,18,20,29,27,15,24,35,33,26,28,22,25,15,28,33,19
5a0f3f1cf160552db93e65b4,24,4,27,28,21,15,41,17,11,12,12,16,24,6,29,9,24,22,18,25,19,29,22,23,16,34,28,6,27,24,16,16,25,18,42,7,21,34,32,9,32,26,8,17,25,9,25,14,4,22,23,28,26,14,41,10,11,18,21,13,20,29,25,17,31,11,26,15,30,13,16,31,17,22,12,26,25,31,23,15,35,22,29,24,49,11,14,11,11,31,25,27,7,29,27,16,28,29,47,29,10,16,35,15,23,35,27,35,33,33,24,7,10,28,15,2,13,25,19,19,22,22,13,24,10,26,21,24,11,1,22,28,10,13,31,17,24,21,12,16,30,19,19,7,9,2,34,7,21,37,22,25,28,0,27,29,23,31,24,24,23,30,15,27,15,26,25,29,13,31,29,28,37,26,15,9,20,33,5
5a0f3f62a7e49c22d705f649,30,18,17,16,28,21,27,31,13,14,6,14,13,18,34,14,26,9,18,19,17,33,14,14,30,31,31,12,15,30,6,30,14,21,29,14,18,21,21,19,29,12,14,26,21,16,22,15,14,18,11,29,17,20,27,16,25,12,27,14,7,15,15,10,17,11,13,16,16,20,6,17,31,8,5,31,12,26,9,16,22,23,28,19,35,18,18,12,25,17,11,24,14,35,22,8,23,19,33,18,22,20,29,17,10,21,13,21,22,24,13,20,16,14,6,16,24,12,14,13,11,9,12,10,7,26,18,10,13,15,16,22,13,12,20,31,24,9,6,11,25,9,8,14,17,16,20,13,26,27,8,13,14,17,0,15,25,23,10,9,22,21,24,13,13,21,19,20,19,27,24,18,23,14,24,11,21,24,18
5a0f3f7d4b4fc722fbe1c72b,40,30,27,12,39,33,19,43,24,25,17,24,17,30,43,26,38,12,24,27,23,44,25,16,41,39,42,24,18,42,14,42,24,33,18,26,25,24,24,31,39,5,26,38,29,27,28,27,25,26,18,39,26,32,16,28,37,23,39,26,7,17,20,21,9,22,23,28,8,31,18,9,43,10,16,41,15,31,12,27,25,32,34,26,24,29,29,24,37,10,16,34,25,46,27,19,27,22,25,22,34,31,40,28,13,20,5,15,26,27,21,32,28,16,17,27,34,15,22,24,14,12,23,16,18,35,26,12,24,27,22,28,25,21,23,43,31,12,18,22,30,19,17,25,28,28,22,25,37,29,10,9,16,28,17,0,34,27,11,15,29,23,35,5,22,29,26,22,30,31,29,20,13,26,35,22,30,27,30
5a0f3fd0ae845313c72e2827,14,12,33,34,26,18,42,23,12,13,18,14,25,16,19,12,24,23,28,23,28,29,23,30,20,28,28,9,28,16,22,20,28,18,47,12,15,35,30,7,30,28,11,27,21,4,19,16,14,17,23,20,32,17,42,13,16,19,24,13,25,33,23,19,32,11,31,18,32,8,20,33,25,26,15,16,26,24,27,17,36,13,38,19,51,6,15,11,19,33,27,23,10,20,20,22,21,27,48,27,17,17,37,15,23,36,29,37,31,29,25,14,14,30,21,10,22,25,14,20,20,22,10,27,18,19,15,26,12,10,18,23,10,22,29,22,34,22,17,21,23,25,21,11,5,10,38,10,22,33,26,31,32,11,27,31,0,27,28,27,32,27,6,29,13,23,21,36,4,25,22,26,39,30,22,9,12,29,13
5a0f4029172b442ddd1d05f1,37,32,34,26,41,34,22,45,24,26,23,22,16,34,36,27,38,12,35,24,34,44,26,28,44,32,43,25,18,39,22,44,27,33,32,27,17,24,18,30,37,12,27,42,24,26,19,28,29,20,18,33,34,33,21,29,39,24,40,26,18,27,15,22,12,22,30,29,16,30,22,17,45,20,18,34,16,19,21,29,25,26,45,20,29,28,29,24,39,17,21,30,27,43,15,25,16,15,28,16,36,31,41,28,13,23,13,20,19,16,21,34,29,21,24,30,40,15,15,25,8,12,21,22,24,29,20,18,24,30,17,20,25,29,17,45,41,12,22,27,18,26,18,27,27,30,32,26,37,18,20,23,26,31,17,15,28,0,21,20,39,11,32,12,19,24,20,34,27,19,17,14,18,30,38,22,24,16,33
5a0f40b4c988512deb672b8b,39,28,25,11,37,31,20,40,22,23,15,22,16,28,42,24,36,11,22,25,21,42,23,14,39,37,41,22,17,40,11,40,22,31,20,23,24,23,23,29,37,5,24,36,28,26,27,25,23,25,17,37,24,30,18,26,35,21,37,24,5,15,19,19,10,20,21,26,9,29,16,10,41,8,14,39,14,30,9,25,24,31,32,25,26,27,27,22,35,10,14,32,23,44,26,17,27,21,26,21,32,29,38,26,12,20,6,15,25,26,19,30,26,14,15,25,32,14,20,22,13,11,21,14,16,34,25,11,22,25,21,27,23,19,22,40,29,11,16,20,29,17,15,23,26,25,20,23,35,29,8,8,14,26,16,8,32,26,0,13,27,22,33,6,21,28,24,20,29,30,28,20,14,23,33,20,29,26,28
5a0f40bc17153722f5634d41,30,22,25,20,31,25,23,36,15,16,13,13,6,24,31,17,29,4,25,15,24,35,16,20,34,27,33,15,9,31,13,34,17,23,30,17,14,16,14,21,28,10,18,32,17,18,17,18,19,15,8,27,24,23,24,20,30,14,30,16,11,19,9,12,13,13,20,19,14,21,12,15,35,12,8,29,7,20,14,19,17,21,35,15,32,19,20,14,29,15,12,22,17,35,16,15,17,12,29,11,26,22,31,19,5,17,11,18,15,17,11,25,20,13,14,20,30,7,10,15,4,4,12,13,14,23,14,10,15,20,11,16,16,19,13,35,32,3,12,17,19,17,8,17,18,20,24,17,28,20,12,17,18,21,9,13,22,16,14,0,30,14,25,11,11,17,14,26,20,20,18,10,20,20,28,13,18,17,23
