D_bar,592154c454a00b21b809f5ad,592154ce2a17d821bca95123,592180352a17d821bca95141,59218b532a17d821bca9514c,592197a82a17d821bca95153,5921a1012a17d821bca95155,5921ae2d2a17d821bca95158,5921ae8f2a17d821bca95159,5921b02d2a17d821bca9515a,5921b66a2a17d821bca9515c,5921b8a7f315d421c066f616,5921bb8c2a17d821bca95160,5921bbea2a17d821bca95161,5921bd93f315d421c066f617,5921be022a17d821bca95162,5921be559559d121c272315e,5921be9c2a17d821bca95163,5921bf282a17d821bca95164,5921bfd82a17d821bca95165,5921c02cf315d421c066f618,5921c0472a17d821bca95167,5921c0f12a17d821bca95168,5921c1622a17d821bca95169,5921c2e9f315d421c066f619,5921c30b9559d121c2723160,5921c3919559d121c2723161,5921c3dc2a17d821bca9516b,5921c3fd2a17d821bca9516d,5921c4f52a17d821bca9516e,5921c5b3f315d421c066f61a,5921c5c82a17d821bca95171,5921c6b32a17d821bca95173,5921c6dff315d421c066f61b,5921c72f2a17d821bca95176,5921c73c2a17d821bca95177,5921c80c2a17d821bca95179,5921c8a0f315d421c066f61c,5921c92e2a17d821bca9517a,5921ca4b2a17d821bca9517b,5921cb3c9559d121c2723162,5921cb3e54a00b21b809f5b0,5921cb412a17d821bca9517e,5921cb842a17d821bca9517f,5921cb852a17d821bca95180,5921cbf8f315d421c066f61d,5921cc179559d121c2723163,5921cd0b2a17d821bca95181,5921cd432a17d821bca95182,5921cdfef315d421c066f61e,5921ce832a17d821bca95185,5921cec52a17d821bca95186,5921cee72a17d821bca95187,5921cef12a17d821bca95188,5921cf08f315d421c066f61f,5921cf0c9559d121c2723164,5921cf422a17d821bca95189,5921cf449559d121c2723165,5921cfc22a17d821bca9518b,5921cfc29559d121c2723166,5921cff82a17d821bca9518c,5921d04af315d421c066f620,5921d08a2a17d821bca9518e,5921d08c2a17d821bca9518f,5921d0a02a17d821bca95190,5921d0d82a17d821bca95191,5921d0ff2a17d821bca95192,5921d11e2a17d821bca95193,5921d17b2a17d821bca95197,5921d1822a17d821bca95198,5921d1992a17d821bca9519a,5921d2212a17d821bca9519b,5921d23c2a17d821bca9519c,5921d23df315d421c066f621,5921d2432a17d821bca9519d,5921d272f315d421c066f622,5921d342f315d421c066f623,5921d36e9559d121c2723167,5921d3789559d121c2723168,5921d37ef315d421c066f624,5921d37f9559d121c2723169,5921d3fd2a17d821bca951a0,5921d41c2a17d821bca951a2,5921d4239559d121c272316a,5921d462f315d421c066f626,5921d48d2a17d821bca951a3,5921d4d79559d121c272316b,5921d4eb2a17d821bca951a5,5921d4f9f315d421c066f627,5921d50054a00b21b809f5b1,5921d50e2a17d821bca951a6,5921d5262a17d821bca951a8,5921d5262a17d821bca951a9,5921d5a9f315d421c066f628,5921d5d7f315d421c066f62a,5921d5ea81b64321ba87b94d,5921d6039559d121c272316c,5921d6512a17d821bca951ac,5921d6bc2a17d821bca951af,5921d7002a17d821bca951b0,5921d7189559d121c272316d,5921d771f315d421c066f62c,5921d80af315d421c066f62e,5921d80e2a17d821bca951b6,5921d8392a17d821bca951b7,5921d86d9559d121c272316e,5921d899f315d421c066f62f,5921d8ae9559d121c272316f,5921d9872a17d821bca951b8,5921d9a42a17d821bca951b9,5921d9ac2a17d821bca951bb,5921d9e19559d121c2723171,5921da7a2a17d821bca951be,5921dac79559d121c2723172,5921dade2a17d821bca951bf,5921db0e2a17d821bca951c1,5921db672a17d821bca951c3,5921db742a17d821bca951c4,5921db942a17d821bca951c6,5921dbaf2a17d821bca951c7,5921dbb754a00b21b809f5b2,5921dc022a17d821bca951c8,5921dc1cf315d421c066f635,5921dc212a17d821bca951c9,5921dc312a17d821bca951ca,5921dc6d2a17d821bca951cc,5921dc772a17d821bca951cd,5921dceaf315d421c066f636,5921dd099559d121c2723174,5921dd0c2a17d821bca951ce,5921dd452a17d821bca951cf,5921dd6f2a17d821bca951d0,5921ddb5f315d421c066f637,5921ddf52a17d821bca951d1,5921de1bf315d421c066f638,5921de3a9559d121c2723175,5921de412a17d821bca951d2,5921de4ff315d421c066f63a,5921de902a17d821bca951d3,5921ded12a17d821bca951d5,5921e3e29559d121c2723176,5921e4ee2a17d821bca951dc,5921e4f8f315d421c066f63b,5921e5032a17d821bca951dd,5921e51a9559d121c2723177,5921e5692a17d821bca951de,5921e5882a17d821bca951df,5921e5df2a17d821bca951e0,5921e5ec2a17d821bca951e1,5921e6462a17d821bca951e2,5921e6aa2a17d821bca951e4,5921e6f254a00b21b809f5b5,5921e6f79559d121c2723179,5921e74bf315d421c066f63e,5921e75a2a17d821bca951e8,5921e77af315d421c066f63f,5921e782f315d421c066f640,5921e8512a17d821bca951ec,5921e8969559d121c272317a,5921e89c2a17d821bca951ed,5921e9462a17d821bca951ef,5921e9829559d121c272317b,5921e9f42a17d821bca951f1,5921ea022a17d821bca951f3,5921ea192a17d821bca951f4,5921eaa254a00b21b809f5b6,5921eb6af315d421c066f642,5921ec152a17d821bca951f9,5921ed602a17d821bca951fa,5921eeb32a17d821bca951fb,5921eeb42a17d821bca951fc,5921f0412a17d821bca951fd,5921f1762a17d821bca951ff,5921f2212a17d821bca95200,5921f2592a17d821bca95201,5921f335f315d421c066f644
5921e6462a17d821bca951e2,15,17,24,21,12,16,24,28,40,26,16,23,19,40,22,12,32,13,26,25,20,48,22,14,26,28,16,33,23,11,13,28,16,32,34,25,16,10,16,38,31,18,13,25,15,14,31,18,24,25,36,27,10,14,35,37,13,42,17,15,32,28,19,26,17,29,24,13,20,27,20,34,35,25,20,30,28,16,28,31,20,31,10,27,22,26,19,10,32,43,31,17,27,18,8,15,33,25,33,23,26,23,19,14,22,25,26,15,28,14,18,12,20,34,5,11,32,24,27,20,26,25,26,26,31,21,12,10,31,26,9,8,26,32,27,34,19,30,25,11,23,18,5,22,17,13,10,27,0,14,20,23,27,13,38,21,15,25,7,24,22,15,15,15,24,20,32,25,23,11,23,27,33,17,25
5921e6aa2a17d821bca951e4,11,12,18,18,11,22,18,22,32,17,13,15,22,34,16,8,23,20,33,20,10,39,16,10,28,30,14,24,20,10,12,22,12,23,26,19,19,13,10,29,25,15,8,16,9,13,26,16,22,19,30,21,10,11,26,30,19,33,11,13,25,27,10,25,17,22,18,10,17,18,11,26,26,20,11,24,20,14,20,22,20,23,20,22,16,20,17,9,30,35,22,20,24,13,4,10,25,15,27,17,18,18,17,19,21,16,18,19,20,12,16,10,27,28,6,11,24,18,21,14,18,19,18,18,23,19,6,8,23,20,16,13,17,29,18,31,17,24,19,11,17,17,11,15,13,17,7,24,13,0,17,22,24,13,31,15,12,21,9,18,13,10,10,10,27,18,24,17,15,9,16,18,24,12,18
5921e6f254a00b21b809f5b5,23,24,8,11,26,27,10,11,27,27,13,16,36,22,18,19,34,27,31,32,19,36,16,22,17,18,7,23,26,18,27,22,24,35,27,9,33,28,24,28,14,13,24,15,9,9,20,23,15,9,20,11,14,17,24,25,24,29,11,20,20,29,18,16,10,13,7,16,23,29,19,22,37,34,19,13,15,18,16,32,34,20,30,16,6,10,9,11,14,28,32,17,30,8,15,18,17,20,17,7,14,7,19,25,12,27,16,33,23,19,13,17,26,18,18,25,26,8,10,12,16,14,16,16,19,25,22,15,16,9,23,17,21,13,16,15,10,13,12,25,10,7,17,10,13,31,18,17,20,17,0,14,17,27,26,8,12,32,21,8,18,18,18,18,23,25,27,12,10,12,11,17,22,20,13
5921e6f79559d121c2723179,23,24,4,13,26,29,7,7,24,24,14,14,36,19,17,19,31,29,35,32,16,32,15,21,21,22,9,19,27,18,26,20,24,32,25,5,34,28,24,24,10,14,23,11,8,11,20,23,17,5,16,7,15,17,20,22,26,25,10,20,16,30,16,19,13,9,3,16,23,26,17,18,34,33,17,9,11,18,12,29,34,16,31,16,2,6,12,12,17,24,29,20,31,7,15,18,14,16,13,3,10,3,20,26,15,24,12,33,20,20,15,18,29,14,18,25,24,5,6,10,12,12,12,12,16,26,21,16,12,5,24,19,18,15,12,18,13,9,8,25,7,10,18,6,14,31,18,19,21,18,12,0,19,27,22,5,13,32,21,4,15,18,18,18,26,25,25,8,6,13,7,13,18,19,9
5921e74bf315d421c066f63e,24,25,23,18,25,21,23,26,41,35,18,27,33,38,25,21,42,21,16,34,27,50,25,23,13,15,14,36,28,18,26,31,25,42,38,24,30,24,26,41,29,17,25,28,18,12,31,24,22,23,35,26,15,19,38,39,18,44,20,21,33,31,26,21,11,28,22,18,25,37,27,35,45,35,27,28,29,19,29,41,33,33,23,27,21,25,14,12,25,43,41,9,32,18,16,21,32,30,31,22,27,22,21,19,18,35,29,30,32,20,18,18,11,33,16,24,35,23,25,23,29,26,29,29,32,26,24,16,31,24,17,10,32,24,30,27,15,28,25,24,23,13,11,23,18,28,19,24,21,19,17,19,0,26,39,21,17,34,19,23,28,22,22,22,15,26,36,26,24,14,24,30,36,23,26
5921e75a2a17d821bca951e8,12,12,17,14,14,17,17,20,33,23,9,17,24,33,15,8,29,15,27,21,15,42,15,10,23,24,10,27,16,5,14,21,12,29,28,18,21,15,13,32,23,11,13,19,8,8,24,11,18,18,29,20,4,7,28,30,13,35,10,8,25,22,14,20,11,22,17,6,13,24,15,27,32,22,15,23,21,9,21,28,22,24,18,20,15,19,12,3,26,36,28,14,20,11,3,9,26,19,26,16,19,16,12,14,16,22,20,21,22,7,11,5,21,27,5,13,25,16,19,13,20,18,20,20,24,14,11,3,24,18,11,7,21,25,20,28,12,23,18,13,16,12,6,15,9,19,6,20,8,7,13,17,20,0,31,14,8,21,8,17,16,9,9,9,21,13,26,18,16,4,16,20,26,11,18
5921e77af315d421c066f63f,25,26,24,29,23,36,25,27,36,3,25,21,31,38,27,22,9,34,46,34,10,34,25,24,40,42,25,24,34,23,24,31,26,11,31,25,28,22,24,29,30,27,17,15,18,25,36,30,33,25,34,27,23,24,26,33,32,27,20,27,29,40,17,36,29,26,24,23,30,6,18,30,12,33,18,30,23,27,24,8,31,27,32,32,22,26,29,21,39,36,8,34,38,22,18,23,25,16,33,23,21,23,30,33,32,3,16,28,28,26,28,24,41,34,19,22,31,24,27,21,17,26,17,17,26,32,17,22,24,25,30,27,17,37,17,39,29,30,25,23,24,28,25,19,25,26,21,35,27,25,28,33,35,25,0,23,23,35,22,24,16,22,22,22,40,32,31,21,19,22,20,18,23,24,22
5921e782f315d421c066f640,19,19,8,13,21,26,8,11,23,20,11,9,32,23,13,15,27,25,34,27,12,32,10,17,23,24,9,18,23,14,22,16,19,28,20,9,29,23,19,23,14,12,19,10,4,10,18,20,17,9,20,11,12,13,19,21,23,26,5,17,15,27,11,19,13,12,7,12,20,22,12,17,30,29,12,14,11,15,11,25,29,14,27,14,6,10,12,9,21,26,25,20,27,5,11,14,16,13,17,7,9,7,17,24,15,20,11,29,16,16,13,14,28,18,14,20,19,7,10,6,11,8,11,11,14,22,16,12,14,9,21,16,14,19,11,22,12,13,8,20,6,11,16,5,11,27,13,19,17,14,12,17,19,23,22,0,10,28,17,8,11,13,13,13,26,22,20,8,6,10,6,11,17,15,8
5921e8512a17d821bca951ec,11,12,15,14,14,20,15,19,30,20,8,14,25,31,13,8,27,18,29,20,12,39,13,10,24,25,10,24,16,7,15,19,12,27,25,16,22,16,12,29,22,11,12,16,6,8,23,12,18,16,27,18,6,6,26,28,16,32,8,9,23,22,11,20,12,20,15,5,13,22,12,24,30,22,12,21,19,10,18,25,22,22,20,19,13,17,13,4,26,33,25,16,20,9,3,6,23,16,24,14,16,15,12,17,16,20,17,21,19,9,11,7,24,25,7,13,22,15,18,11,17,16,17,17,21,15,10,5,22,17,14,10,18,24,18,27,13,21,16,13,14,12,9,13,9,19,6,20,10,7,13,17,20,15,29,12,0,21,9,15,14,6,6,6,23,14,23,15,13,5,14,18,24,8,16
5921e8969559d121c272317a,26,27,21,17,27,24,22,24,40,36,19,27,36,36,25,23,43,24,20,35,28,49,25,25,9,11,13,36,30,20,28,31,27,43,38,22,33,27,28,41,27,18,27,27,18,12,30,25,21,22,33,24,16,20,37,38,21,42,20,22,32,32,26,20,11,26,21,19,26,38,27,34,46,37,27,27,28,20,29,41,36,32,27,26,19,23,14,13,22,41,41,10,34,18,18,23,31,30,30,20,26,20,22,22,17,36,29,33,32,21,18,20,15,31,19,27,35,21,24,22,28,26,28,28,32,28,26,18,29,22,20,13,32,21,29,24,14,27,24,27,22,12,14,22,19,31,20,23,23,21,16,18,23,29,38,20,17,0,22,21,28,23,23,23,17,27,37,25,23,15,23,29,35,25,25
5921e89c2a17d821bca951ed,13,15,23,22,7,21,23,27,38,20,17,21,16,39,21,11,26,18,31,23,15,45,21,13,30,31,18,30,23,11,7,27,15,26,32,24,13,8,12,35,30,19,7,22,14,16,31,18,26,24,35,26,12,14,32,35,17,38,16,15,30,29,16,28,19,28,23,13,20,22,17,32,29,22,17,29,26,17,26,26,15,29,15,27,22,25,20,11,34,41,26,21,27,17,6,14,30,21,32,23,23,23,20,18,24,20,23,13,26,14,19,12,26,33,4,6,29,23,26,19,23,24,23,23,28,21,7,10,29,25,14,12,23,33,24,35,20,29,24,6,22,20,10,21,17,11,9,28,16,15,21,25,28,8,37,20,15,23,0,24,19,14,14,14,28,20,30,23,21,12,21,24,30,16,23
5921e9462a17d821bca951ef,23,24,5,12,26,28,8,9,25,25,13,15,36,21,17,19,32,28,33,32,17,33,15,21,19,21,8,21,26,18,26,21,23,33,25,6,33,27,24,26,12,14,23,12,8,10,19,23,16,6,18,8,15,17,22,23,25,26,10,20,18,29,16,18,11,10,5,16,23,27,18,19,35,33,18,11,13,18,14,30,34,17,30,15,4,7,11,11,16,25,30,19,30,7,15,18,15,17,14,4,12,5,20,26,13,25,14,33,21,19,14,17,28,15,18,25,24,6,8,11,14,12,14,14,17,26,21,15,14,7,24,18,19,14,14,17,11,11,9,25,8,9,18,8,14,31,17,18,20,17,11,15,18,27,24,6,12,32,21,0,16,17,17,17,25,25,25,10,8,12,8,14,20,19,10
5921e9829559d121c272317b,23,24,12,21,24,33,14,16,25,14,18,12,35,25,20,20,22,31,41,32,9,26,17,22,31,32,17,12,29,20,25,23,24,23,22,13,32,26,23,17,19,20,20,3,10,18,26,26,25,13,22,15,18,19,14,22,29,20,12,23,17,34,12,27,21,14,12,18,26,16,13,19,24,32,13,18,11,22,12,19,32,15,32,22,11,14,20,16,27,24,19,27,33,13,16,19,13,8,21,11,10,12,24,30,23,15,5,31,20,22,20,20,36,22,19,24,23,13,15,13,5,16,5,5,15,28,18,18,12,14,27,23,10,25,5,28,20,18,14,24,13,19,22,7,18,29,18,27,23,20,20,25,27,26,23,12,17,32,21,13,0,18,18,18,33,27,23,9,8,17,8,6,11,20,10
5921e9f42a17d821bca951f1,17,17,11,15,19,26,11,15,25,17,11,8,29,27,13,13,24,24,34,25,9,33,10,15,26,27,11,18,22,13,19,16,17,25,19,12,26,20,17,23,18,13,15,10,4,11,21,18,19,12,23,14,11,12,20,22,22,26,5,15,18,27,7,22,14,15,11,11,18,19,9,19,27,26,9,17,13,15,13,22,27,16,26,17,9,13,14,9,25,28,22,21,26,7,9,12,18,11,20,10,11,11,17,23,17,17,11,26,13,15,14,13,29,21,12,18,17,11,14,7,11,12,11,11,16,21,13,11,16,13,20,16,12,23,12,26,14,17,12,18,10,14,15,8,11,24,11,21,16,13,14,19,21,20,24,9,10,26,15,11,8,0,11,11,27,20,17,10,8,10,8,11,17,13,10
5921ea022a17d821bca951f3,17,17,11,15,19,26,11,15,25,17,11,8,29,27,13,13,24,24,34,25,9,33,10,15,26,27,11,18,22,13,19,16,17,25,19,12,26,20,17,23,18,13,15,10,4,11,21,18,19,12,23,14,11,12,20,22,22,26,5,15,18,27,7,22,14,15,11,11,18,19,9,19,27,26,9,17,13,15,13,22,27,16,26,17,9,13,14,9,25,28,22,21,26,7,9,12,18,11,20,10,11,11,17,23,17,17,11,26,13,15,14,13,29,21,12,18,17,11,14,7,11,12,11,11,16,21,13,11,16,13,20,16,12,23,12,26,14,17,12,18,10,14,15,8,11,24,11,21,16,13,14,19,21,20,24,9,10,26,15,11,8,11,0,11,27,20,17,10,8,10,8,11,17,13,10
5921ea192a17d821bca951f4,17,17,11,15,19,26,11,15,25,17,11,8,29,27,13,13,24,24,34,25,9,33,10,15,26,27,11,18,22,13,19,16,17,25,19,12,26,20,17,23,18,13,15,10,4,11,21,18,19,12,23,14,11,12,20,22,22,26,5,15,18,27,7,22,14,15,11,11,18,19,9,19,27,26,9,17,13,15,13,22,27,16,26,17,9,13,14,9,25,28,22,21,26,7,9,12,18,11,20,10,11,11,17,23,17,17,11,26,13,15,14,13,29,21,12,18,17,11,14,7,11,12,11,11,16,21,13,11,16,13,20,16,12,23,12,26,14,17,12,18,10,14,15,8,11,24,11,21,16,13,14,19,21,20,24,9,10,26,15,11,8,11,11,0,27,20,17,10,8,10,8,11,17,13,10
5921eaa254a00b21b809f5b6,31,31,20,19,33,31,22,23,39,38,22,28,42,33,28,27,45,31,28,40,30,47,26,29,5,6,14,35,34,24,33,32,31,46,39,21,39,33,32,40,26,20,32,27,20,15,31,30,22,20,31,23,21,24,36,37,27,40,22,27,32,36,28,22,14,24,19,23,30,40,30,33,48,41,30,25,27,24,28,43,41,32,34,27,18,22,15,17,17,39,43,17,38,19,22,26,28,31,28,19,26,19,26,28,19,38,28,39,34,26,21,24,22,30,24,32,37,20,22,23,28,26,28,28,31,32,30,22,27,21,26,20,33,17,28,19,16,25,23,32,22,13,20,22,22,37,25,24,27,25,18,20,24,34,38,19,20,40,27,20,29,26,26,26,0,32,38,24,22,19,23,29,34,28,25
5921eb6af315d421c066f642,18,19,27,26,11,25,27,30,41,19,21,24,15,42,25,15,24,22,35,27,16,47,24,17,35,36,22,32,27,16,12,30,19,25,35,28,12,6,16,37,33,23,7,24,18,20,35,22,30,28,38,30,16,18,34,38,22,40,19,19,33,34,18,32,23,31,26,17,24,21,19,35,28,26,19,32,29,21,29,25,19,32,18,31,25,29,25,15,38,43,25,25,31,21,10,18,33,23,36,26,26,26,24,22,28,19,25,12,29,19,23,17,30,37,8,10,32,26,29,22,25,27,25,25,31,25,9,15,32,28,18,16,25,37,26,39,25,32,27,10,25,24,14,23,21,10,13,32,20,19,25,29,32,12,39,24,19,27,11,27,21,18,18,18,32,0,33,26,24,16,24,26,32,20,26
5921ec152a17d821bca951f9,18,19,27,26,11,25,27,30,41,19,21,24,15,42,25,15,24,22,35,27,16,47,24,17,35,36,22,32,27,16,12,30,19,25,35,28,12,6,16,37,33,23,7,24,18,20,35,22,30,28,38,30,16,18,34,38,22,40,19,19,33,34,18,32,23,31,26,17,24,21,19,35,28,26,19,32,29,21,29,25,19,32,18,31,25,29,25,15,38,43,25,25,31,21,10,18,33,23,36,26,26,26,24,22,28,19,25,12,29,19,23,17,30,37,8,10,32,26,29,22,25,27,25,25,31,25,9,15,32,28,18,16,25,37,26,39,25,32,27,10,25,24,14,23,21,10,13,32,20,19,25,29,32,12,39,24,19,27,11,27,21,18,18,18,32,24,0,26,24,16,24,26,32,20,26
5921ed602a17d821bca951fa,24,25,4,15,27,31,9,7,23,23,16,14,38,18,19,21,31,30,37,33,16,29,16,23,23,24,11,18,28,20,28,22,25,32,25,5,35,29,25,23,10,16,24,9,9,13,22,25,19,4,14,7,17,19,19,21,28,23,11,22,15,32,16,21,15,7,3,18,25,25,17,17,33,34,17,9,10,20,12,28,35,15,33,18,2,6,14,14,18,22,28,23,32,9,17,19,11,16,12,3,9,3,22,28,17,23,10,34,21,21,17,19,32,14,20,26,24,6,6,11,11,13,11,11,15,28,22,17,10,5,26,21,17,16,11,19,15,9,9,26,8,13,20,5,16,32,19,21,22,19,14,19,21,28,21,6,14,34,23,4,15,19,19,19,28,27,25,0,6,15,6,11,17,21,8
5921eeb32a17d821bca951fb,22,22,5,14,24,29,7,9,21,20,14,11,35,21,16,18,28,28,36,30,13,30,13,20,24,25,10,16,26,17,25,19,22,29,22,7,32,26,22,22,12,15,21,8,7,12,20,23,18,6,17,8,15,16,18,19,26,23,8,20,13,30,13,21,14,9,5,15,22,23,14,15,31,32,14,11,9,18,10,26,32,13,30,16,4,7,14,11,20,23,26,22,30,7,14,16,13,13,14,5,7,5,20,26,16,21,9,32,18,19,15,17,31,16,17,23,21,6,8,9,9,10,9,9,13,25,19,15,11,7,24,19,15,18,10,21,14,11,7,23,6,12,18,3,14,30,16,20,20,17,13,18,20,26,19,5,12,31,20,6,12,16,16,16,28,25,22,6,0,13,4,10,16,18,6
5921eeb42a17d821bca951fc,12,13,17,13,14,17,16,20,33,23,9,17,24,32,15,9,29,16,26,21,15,42,15,11,22,23,9,27,16,6,15,21,13,30,28,18,22,16,14,32,23,10,14,19,8,7,24,11,17,17,29,20,3,7,28,30,13,35,10,8,25,21,14,19,10,21,16,6,13,25,15,27,33,23,15,22,21,9,21,28,22,24,18,20,15,19,12,3,25,36,28,14,20,10,4,9,25,19,25,16,18,16,11,14,15,22,20,21,22,8,11,6,21,27,6,13,25,16,19,13,20,18,20,20,24,14,12,4,24,18,11,7,21,24,20,27,12,22,17,14,15,12,6,15,9,19,7,19,9,7,12,16,19,16,31,14,7,22,9,17,16,9,9,9,20,13,26,17,15,0,16,20,26,11,18
5921f0412a17d821bca951fd,24,24,8,18,26,32,11,12,21,18,17,11,36,21,19,20,26,31,40,32,12,27,16,22,27,29,14,13,28,20,26,21,24,27,22,9,33,27,24,18,15,18,22,4,9,15,24,25,22,9,17,11,18,19,14,18,28,20,11,22,13,33,13,24,18,10,8,18,25,21,15,15,29,33,15,14,7,21,8,23,34,12,33,20,6,10,17,14,23,21,23,25,32,10,16,19,11,11,17,7,6,8,23,29,20,19,6,33,19,21,19,19,34,18,19,25,23,10,11,11,6,13,6,6,12,28,20,17,9,10,27,22,13,21,6,24,18,14,11,25,10,16,21,4,17,31,18,24,22,20,17,22,24,27,20,9,15,33,22,8,11,18,18,18,31,27,23,6,4,16,0,6,12,20,6
5921f1762a17d821bca951ff,27,28,14,24,28,36,17,18,27,14,22,15,38,26,24,23,23,35,45,35,12,23,20,25,34,35,20,13,33,24,29,26,28,24,26,15,35,29,26,18,21,23,24,3,14,21,29,29,28,15,23,17,22,23,14,24,33,16,16,26,20,38,16,30,24,15,14,22,29,18,17,21,25,36,17,20,13,26,14,19,36,18,36,25,12,16,23,19,29,22,19,31,37,16,19,23,12,11,23,13,12,14,28,34,26,16,4,35,23,26,24,24,40,24,22,27,27,16,17,16,6,19,6,6,17,32,22,22,11,16,31,27,13,27,4,30,24,20,17,27,16,22,26,10,22,33,22,30,27,24,23,28,30,29,26,15,20,36,25,14,13,22,22,22,37,31,27,12,10,20,10,0,10,24,12
5921f2212a17d821bca95200,28,28,7,19,30,35,12,11,25,23,19,16,41,16,22,24,32,34,40,36,18,26,19,26,25,26,15,18,32,23,31,25,28,33,27,8,38,32,28,23,14,20,27,8,13,17,25,29,23,8,14,10,21,22,19,22,31,20,14,26,17,35,19,25,18,7,7,21,28,26,20,19,34,38,20,13,10,24,13,29,38,17,36,21,5,9,18,17,20,19,29,26,36,12,20,23,8,17,16,6,11,7,26,32,20,24,10,38,24,25,20,23,35,17,23,29,27,10,10,15,11,16,11,11,17,31,25,21,7,9,30,25,19,18,10,20,18,13,12,29,12,16,24,7,19,36,22,25,26,23,18,23,25,32,23,10,18,37,26,7,17,22,22,22,32,30,28,9,7,18,8,11,0,24,10
5921f2592a17d821bca95201,18,19,10,8,21,23,10,13,27,24,9,14,32,25,14,15,31,23,29,27,16,37,12,17,19,20,4,22,21,13,22,18,19,32,25,11,29,23,19,27,16,9,20,14,6,5,17,18,12,10,22,12,10,12,24,25,20,30,7,15,20,24,14,15,8,14,9,11,18,26,15,21,34,29,15,15,15,13,16,29,29,19,26,13,8,12,7,6,18,29,29,15,25,5,10,13,19,17,18,9,13,9,15,21,10,24,16,28,19,14,9,12,24,20,13,20,23,9,12,9,15,12,15,15,19,21,17,10,18,11,19,13,19,17,16,20,8,15,11,20,9,6,13,10,9,26,13,14,15,13,7,12,14,23,26,7,7,28,16,10,15,13,13,13,21,20,24,12,10,8,10,16,22,0,12
5921f335f315d421c066f644,27,27,7,19,29,34,12,11,23,21,19,15,40,18,21,23,30,33,41,35,16,26,18,25,26,28,15,16,31,22,30,24,27,31,26,8,37,31,27,21,14,20,26,6,12,17,25,28,23,8,15,10,20,21,17,21,31,19,13,25,16,35,17,25,19,7,7,20,28,24,18,17,32,36,18,13,9,23,12,27,37,15,35,21,6,9,18,17,22,18,27,26,35,12,19,22,8,15,16,6,9,7,25,32,21,22,8,36,22,24,20,22,35,17,22,28,26,10,10,14,9,15,9,9,15,30,23,20,6,9,29,24,17,19,8,22,18,13,12,28,11,16,23,6,19,34,21,25,25,22,18,23,25,30,22,9,17,36,25,8,15,21,21,21,32,30,26,8,6,18,6,9,14,23,0
M1,21,22,30,29,14,27,30,34,45,22,24,27,14,46,28,18,27,24,37,30,20,50,28,20,37,38,25,36,31,19,15,34,22,27,38,31,12,6,20,41,37,26,11,28,21,23,38,26,33,31,42,33,19,21,38,42,24,43,23,23,37,37,22,35,26,34,30,20,27,24,23,39,30,29,23,36,32,25,32,27,22,35,18,34,29,32,28,19,41,47,27,28,35,25,14,22,37,26,39,30,30,30,27,24,31,21,29,11,33,22,27,20,31,40,11,13,36,30,33,26,29,31,29,29,35,28,13,18,35,32,20,19,28,40,29,43,28,36,31,13,29,28,16,27,24,9,16,35,23,22,28,32,35,15,43,28,23,31,14,31,24,21,21,21,35,28,36,29,27,19,28,30,35,23,30
M2,27,27,12,14,29,29,15,15,32,32,17,21,39,25,22,23,39,29,31,36,24,39,20,25,13,14,9,28,30,21,30,26,27,40,32,13,37,31,28,33,18,16,28,19,14,11,25,26,17,13,24,15,17,20,29,30,26,32,16,23,25,32,22,18,11,16,12,19,26,34,24,26,42,37,24,18,20,21,21,37,37,24,32,21,10,14,11,14,11,31,37,17,34,12,19,22,21,24,21,11,19,11,22,26,14,32,20,36,27,22,16,20,25,22,21,28,31,13,15,17,21,19,21,21,24,29,26,18,19,13,25,19,26,10,21,13,12,18,16,29,15,8,18,15,17,34,21,20,23,21,13,16,20,31,31,12,16,36,24,12,23,22,22,22,23,28,32,17,15,15,15,21,27,24,17
M3,10,10,17,15,12,19,17,20,32,20,10,15,23,33,15,6,26,17,29,19,13,40,14,8,25,26,11,25,17,6,13,20,10,27,26,18,20,14,11,30,23,12,11,17,8,10,24,12,19,18,29,20,6,7,27,29,15,34,9,9,25,23,12,21,13,21,17,6,14,22,13,26,30,20,13,23,20,11,20,25,20,23,18,20,15,19,14,5,27,35,25,17,21,11,2,8,25,17,26,16,18,16,14,16,17,20,18,20,20,9,13,7,24,27,5,11,24,16,19,13,18,18,18,18,23,15,9,5,23,18,13,10,19,26,19,29,14,23,18,11,15,14,8,15,10,18,4,21,10,8,14,18,21,14,31,14,9,19,8,17,14,7,7,7,23,14,24,17,15,6,15,19,25,9,17
M4,32,33,16,28,34,41,20,20,30,18,26,20,44,26,28,29,27,40,49,41,18,17,25,31,36,37,23,18,37,29,34,31,33,29,31,17,41,35,32,23,23,28,29,7,18,25,33,34,31,17,24,19,27,28,18,27,38,10,20,31,23,42,21,34,27,16,16,27,34,23,22,24,30,41,22,22,15,30,18,24,42,21,41,29,15,18,27,24,31,21,24,35,41,20,25,28,11,17,25,15,16,16,32,39,29,21,8,41,28,30,28,29,44,26,28,33,31,18,19,20,11,23,11,11,21,37,27,27,10,18,36,32,19,28,9,30,27,22,20,33,19,25,30,13,26,39,27,33,32,29,26,31,33,35,29,18,25,42,30,17,18,27,27,27,41,36,32,15,13,25,13,11,14,29,16
